ID,Recipe Name,Description,Ingredients,Preparation Steps,Recipe URL
11887,Pesto Pasta,Pesto pasta is easy to make and full of flavor. It tastes good hot or cold!,1 (16 ounce) package pasta; 2 tablespoons olive oil; ½ cup chopped onion; 2 ½ tablespoons pesto; salt to taste; ground black pepper to taste; 2 tablespoons grated Parmesan cheese,"This top-rated pesto pasta recipe, which comes together in just 15 minutes, is the perfect quick and easy weeknight dinner. You'll find a detailed ingredient list and step-by-step instructions in the recipe below, but let's go over the basics: These are the ingredients you’ll need to make this easy pesto pasta recipe: Here’s a brief overview of what you can expect when you make this shortcut pesto pasta: This versatile pesto pasta recipe is easy to customize by adding your favorite protein, if you like. Chicken, sausage, and chickpeas are all delicious mix-ins. If you’re in need of side dish inspiration, meanwhile, we’ve got you covered. Here are a few delicious recipes that pair well with pesto pasta: Store your leftover pesto pasta in an airtight container in the refrigerator for three to five days. Reheat in the microwave or on the stove. “I doubled the sauce,” says 5-star reviewer Sarah Stewart. “I added garlic, cherry tomatoes, feta cheese, red pepper flakes, and fresh basil. Served with a breaded chicken cutlet, garlic bread, and salad.” “This is a huge winner,” according to Curt McLey. “And versatile too. I can imagine adding grilled chicken or shrimp for an even heartier meal.” “Quick and easy,” says Aja. “Just how I like a recipe when I get off of work and want to eat right away without spending a ton of time in the kitchen. This is a go-to base recipe to add any protein of your choice.” Editorial contributions by Corey Williams Gather all ingredients. Fill a large pot with lightly salted water and bring to a rolling boil. Stir in pasta and return to a boil. Cook pasta uncovered, stirring occasionally, until tender yet firm to the bite, about 8 to 10 minutes. Drain and transfer into a large bowl. Meanwhile, heat oil in a frying pan over medium-low heat. Add onion; cook and stir until softened, about 3 minutes. Stir in pesto, salt, and pepper until warmed through. Add pesto mixture to hot pasta; stir in grated cheese and toss well to coat.",https://www.allrecipes.com/recipe/11887/pesto-pasta/
223597,Old-Fashioned Potato Cakes,These potato cakes are simple and quick to make with only a few ingredients. Great with any meal and kids of all ages love 'em!,"2 cups mashed potatoes; 1 cup all-purpose flour; 1  onion, diced; 1  egg; ½ teaspoon ground black pepper; ½ teaspoon salt; ½ cup vegetable oil, or as needed","Gather all ingredients. Mix mashed potatoes, flour, onion, egg, black pepper, and salt in a bowl until well combined, similar to a batter consistency. Heat vegetable oil in a skillet over medium heat. Drop 4-inch circles of batter into the hot oil. Cook until golden brown, about 4 to 5 minutes per side. Drain on paper towels. Repeat with any remaining batter. Serve and enjoy! We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and the specific type of oil used.",https://www.allrecipes.com/recipe/223597/old-fashioned-potato-cakes/
39544,Fresh Tomato Soup,"This tomato soup recipe is simple, quick, and perfect to make when tomatoes are ripe in gardens and farmers' markets for a delicious summertime treat. Delicious with garlic bread or a grilled cheese sandwich.","4 cups chopped fresh tomatoes; 2 cups chicken broth; 4 cloves garlic; 1 large slice of onion; 2 tablespoons butter; 2 tablespoons all-purpose flour; 2 teaspoons white sugar, or to taste; 1 teaspoon salt, or to taste","One spoonful of tomato soup has the power to automatically transport you back to your childhood. The tasty soup is the ultimate comfort food, especially when it's homemade. This tomato soup recipe uses fresh tomatoes and will remind you of your mom's famous cooking. Sure the can of tomato soup works in a time crunch, but nothing beats the delicious flavors of a soup you made from scratch with fresh ingredients. So say goodbye to canned soup forever and hello to your new favorite tomato soup recipe. Sometimes we're so hung up on the ease of using canned soup, that we forget making homemade soup is actually easy too. You'll find the full recipe below, but here's a brief idea of what you can expect from this tomato soup recipe: Of course, tomato soup's best friend is a Grilled Cheese Sandwich. But if you want to mix it up, try one of these delicious recipes: Store (completely cooled) tomato soup in an airtight container in the refrigerator for up to four days. This recipe makes six servings, so if you need to freeze leftovers, that's okay! Simply ladle individual portions of (completely cooled) tomato soup into zip-top bags and squeeze out the excess air. Label and date them, then freeze for up to three months. ""Loved the recipe. I did add fresh garlic at the beginning and fresh basil at the end. Served with open faced baguettes topped with cheese. This recipe is easily multiplied and canned if you have a bunch of tomatoes ready for processing,"" says girlslovetoeat. ""I had several roma tomatoes that were getting soft in the fridge, so this was the perfect recipe to use them up. It was sooo tasty, and I liked that the recipe does not have heavy cream. I added basil and black pepper to the tomato mixture instead of cloves,"" according to hokiebetty. ""Delicious soup! The fresh tomato taste is wonderful. I love that there are only a few ingredients, preserves the garden fresh taste of the tomatoes,"" raves Kolackygirl. Editorial contributions by Bailey Fink Gather the ingredients. Combine tomatoes, chicken broth, garlic cloves, and a large slice of onion in a stockpot over medium heat. Bring to a boil, and gently simmer for about 20 minutes to blend flavors. Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill. Melt butter over medium heat in the now empty stockpot. Stir in flour to make a roux by cooking, whisking constantly, until mixture turns medium brown. Gradually whisk in a bit of the tomato mixture to prevent lumps from forming, then stir in the rest. Season with sugar and salt to taste. Serve hot and enjoy!",https://www.allrecipes.com/recipe/39544/garden-fresh-tomato-soup/
150344,Corn Muffin Pancakes,This is an easy pancake recipe that uses muffin mix as its main ingredient. These pancakes can be served with syrup or a smidge of butter. My kids love them! Use different flavors of muffin mix to make different flavors of pancakes.,1 (7 ounce) package corn muffin mix; ½ cup flour; 2 tablespoons baking powder; 1  egg; 1 cup milk; 2 tablespoons cooking oil,"Prepare a skillet with cooking spray and place over medium-high heat. Whisk together the muffin mix, flour, baking powder, egg, milk, and cooking oil until smooth. Pour 1/4 cup of batter into skillet. Cook pancake until bubbles form on top and bottom is golden brown, 1 to 2 minutes; flip and cook until bottom side reaches same golden-brown color of top of pancake. Repeat until batter is completely used.",https://www.allrecipes.com/recipe/150344/corn-muffin-pancakes/
72159,Easy Baked Oatmeal,An oatmeal breakfast that is more like a coffee cake. Its easy and my family just loves this! Its a one of our breakfast favorites.,6 cups quick cooking oats; ¾ cup packed brown sugar; 1 teaspoon salt; 1 ½ teaspoons baking powder; 6  eggs; 2 cups milk; 1 ½ teaspoons vanilla extract; ⅔ cup canola oil; ½ cup coarsely chopped walnuts,"Preheat the oven to 400 degrees F (200 degrees C). Grease and flour a 9x13 inch baking pan. In a large bowl, stir together the oats, brown sugar, salt and baking powder. In a separate medium bowl, stir together the eggs, milk, vanilla and canola oil. Pour the wet ingredients into the dry ingredients, and stir until well blended. Spoon into the prepared baking pan, and spread evenly. Sprinkle walnuts over the top. Bake for 30 minutes in the preheated oven, or until a knife inserted into the center comes out clean.",https://www.allrecipes.com/recipe/72159/easy-baked-oatmeal/
63959,Magic Cookie Bars from Eagle Brand,"These magic cookie bars are an old-fashioned favorite. This recipe is easy to make with chocolate chips, coconut, nuts, and condensed milk set on a graham cracker crust. Store bars in an airtight container at room temperature.","1 ½ cups graham cracker crumbs; ½ cup butter, melted; 1 (14 ounce) can Eagle Brand Sweetened Condensed Milk; 2 cups semisweet chocolate morsels; 1 ⅓ cups flaked coconut; 1 cup chopped nuts","This classic magic cookie bar recipe has stood the test of time for good reason: It’s quick, it’s easy, and it’s absolutely irresistible. Magic cookie bars are incredibly decadent, yet shockingly easy to make. The dessert consists of a graham cracker crust topped with layers of sweetened condensed milk, chocolate chips, flaked coconut, and chopped nuts. You’ll find the full, step-by-step recipe below – but here’s a brief overview of what you can expect when you make magic cookie bars at home: Store the magic cookie bars in an airtight container at room temperature for a few days or in the refrigerator for up to one week. Yes, you can freeze magic cookie bars (tightly wrapped in storage wrap and aluminum foil) for up to three months. Thaw overnight in the refrigerator. “This was great,” raves Bethany. “To take it over the top, try crushing some peanut butter pretzels into the graham cracker crust. No need to substitute, just add.” “I substituted crushed Oreos for graham cracker crumbs because that is what I had on hand,” says karen orrison. “It turned out great!” “The easiest and original way of doing the crust is to melt the butter in the pan first in the oven, then sprinkle the graham cracker over that, according to Gracie M. “Been doing it like this for 30 years. Works like a charm.” Editorial contributions by Corey Williams Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). If using a glass dish, preheat the oven to 325 degrees F (165 degrees C). Coat a 9x13-inch baking dish with cooking spray. Mix graham cracker crumbs and butter in a bowl until well combined. Transfer the mixture to the prepared baking dish and press onto the bottom. Pour sweetened condensed milk on graham cracker crust. Sprinkle with an even layer of chocolate chips, coconut, and nuts. Press toppings down firmly with the back of a fork. Bake in the preheated oven until lightly browned, about 25 minutes. Cool completely, then cut into 36 bars or diamonds. Serve and enjoy!",https://www.allrecipes.com/recipe/63959/magic-cookie-bars-from-eagle-brand/
21659,Chicken Quesadillas,"This chicken quesadilla recipe is great to make for parties. Zesty chicken, cooked peppers, and melted cheese are a delightful combination. Cut into wedges and serve with sour cream and salsa.","1 pound skinless, boneless chicken breast, diced; 1 (1.27 ounce) packet fajita seasoning; 1 tablespoon vegetable oil; 2  green bell peppers, chopped; 2  red bell peppers, chopped; 1  onion, chopped; 10 (10 inch) flour tortillas; 1 (8 ounce) package shredded Cheddar cheese; 1 (8 ounce) package shredded Monterey Jack cheese; 1 tablespoon bacon bits","This cheesy chicken quesadilla recipe features Mexican spices, colorful veggies, and tons of delicious flavor. A quesadilla is a Mexican dish that consists of a tortilla filled with cheese (and often other ingredients, such as meat and veggies). It’s cooked on a griddle or stove. Full quesadillas feature cheese sandwiched between two flat tortillas. Half quesadillas, like the one in this recipe, is a single tortilla that has been topped with fillings and folded into a half moon shape. You'll find a detailed ingredient list and step-by-step instructions in the recipe below, but let's go over the basics: For this chicken quesadilla recipe, you’ll need: Here’s a brief overview of what you can expect when you make restaurant-worthy chicken quesadillas at home: Need some serving inspiration for chicken quesadillas? You’ll discover delicious ideas when you explore our entire collection of Mexican Side Dishes. Here are a few of the top-rated recipes you’ll find: Store your leftover chicken quesadillas in an airtight container in the refrigerator for up to four days. Reheat the quesadillas on the stove for the best results, but you can also reheat them in the oven or in the microwave. “Delicious,” raves Marcella. “I added a can of chopped green chilies and used a whole envelope of taco seasoning instead of fajita. My family said the recipe was a keeper!” “Lots of prep, but once that's done, the assembly is quick and easy,” according to MizP. “I made this as-is for the kids, and a spicier version (with jalapenos and spicy cheese) for the grown-ups.” “This was delicious,” says Southern Cook. “Added sour cream, guacamole, and salsa as topping options.” Editorial contributions by Corey Williams Gather ingredients, preheat the broiler, and lightly grease a baking sheet. Toss chicken with fajita seasoning, then spread onto the prepared baking sheet. Place under the broiler and cook until chicken is cooked through and no longer pink in the center, about 5 minutes. Preheat the oven to 350 degrees F (175 degrees C). Heat oil in a large saucepan over medium heat. Stir in bell peppers, onion, and broiled chicken. Cook and stir until vegetables have softened, about 10 minutes. Layer half of each tortilla with chicken and vegetable mixture, Cheddar cheese, Monterey Jack cheese, and bacon bits. Fold tortillas in half and place onto a baking sheet. Bake quesadillas in the preheated oven until cheeses have melted, about 10 minutes. Cut each quesadilla into wedges. Serve with sides of salsa and sour cream. Enjoy!",https://www.allrecipes.com/recipe/21659/chicken-quesadillas/
230857,Easy Tuna Patties,"These tuna patties are delicious dipped in ketchup, mustard, or hot sauce. They are also great served as a hot sandwich.","2  eggs; 2 teaspoons lemon juice; 10 tablespoons Italian-seasoned bread crumbs; 3 tablespoons grated Parmesan cheese; 3 (5 ounce) cans tuna, drained; 3 tablespoons diced onion; 1 pinch ground black pepper; 3 tablespoons vegetable oil"," Gather all ingredients. Beat eggs and lemon juice in a bowl; stir in bread crumbs and Parmesan cheese to make a paste. Fold in tuna and onion until well combined; season with black pepper. Use your hands to shape tuna mixture into 8 (1-inch-thick) patties. Heat vegetable oil in a skillet over medium heat. Fry patties in the hot oil until golden brown, about 5 minutes per side. Serve and enjoy!",https://www.allrecipes.com/recipe/230857/easy-tuna-patties/
20808,Kettle Corn,"Kettle corn is an old-fashioned, county fair treat. Your family will never want plain popcorn again! If you use white sugar, it will taste like popcorn balls; if you use brown sugar, it will taste like caramel corn.",¼ cup vegetable oil; ½ cup unpopped popcorn kernels; ¼ cup white sugar,"Make kettle corn at home with just three easy-to-find ingredients. Sound too good to be true? It's not! This kettle corn recipe is a true crowd-pleaser. Kettle corn is a type of popcorn that was traditionally made in cast iron kettles. The lightly sweetened popcorn is usually made with just oil and white sugar, but you can mix it up with sugars and sweeteners to suit your taste. These are the ingredients you'll need to make this easy kettle corn recipe: · Popcorn kernels: To make about 10 cups of kettle corn, you'll need ½ cup unpopped popcorn kernels.· Oil: A neutral oil, such as vegetable oil, gives the sugar something to stick to without imparting flavor.· Sugar: This kettle corn recipe is simply sweetened with just white sugar. Tip: To enhance the flavor, sprinkle the kettle corn with salt before serving. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make this homemade kettle corn: Cook the kernels and sugar in oil over medium heat. Cover and shake frequently, then remove from heat when the popping slows. Store your kettle corn in an airtight container at room temperature for up to one week. If you gift the kettle corn, make sure the container is tightly sealed so it stays fresh for as long as possible. ""This turned out great,"" according to Ryan Schroeder. ""I was skeptical about pouring the sugar into hot oil, but with plenty of shaking it turned out great. I added plenty of butter and salt after. Will def make again!"""" ""So easy to make and very quick,"" says L Danica. ""Thanks so much, I'm so glad I gave this recipe a try. This is going to be my new method for making popcorn at home."" ""Who knew that you could make your own super easy, amazingly delicious and affordable kettle corn?!"" asks cbailey97. ""Tastes better than any store-bought brand!"" Editorial contributions by Corey Williams Heat vegetable oil in a large pot over medium heat. Stir in popcorn kernels and sugar. Cover and shake the pot constantly to prevent sugar from burning. When popping has slowed to once every 2 to 3 seconds, remove the pot from the heat and shake for a few minutes until popping stops. Pour popcorn into a large bowl and allow to cool, stirring occasionally to break up large clumps.",https://www.allrecipes.com/recipe/20808/kettle-corn/
25224,Classic Bran Muffins,These bran muffins are a delicious source of fiber! My family has them almost every morning. They're great! You may substitute dates for the raisins if you wish.,1 ½ cups wheat bran; 1 cup buttermilk; ⅔ cup brown sugar; ⅓ cup vegetable oil; 1  egg; ½ teaspoon vanilla extract; 1 cup all-purpose flour; 1 teaspoon baking soda; 1 teaspoon baking powder; ½ teaspoon salt; ½ cup raisins,"These healthy bran muffins are not only great for digestion, they're a delicious way to start your day. These are the ingredients you'll need to make this top-rated bran muffin recipe: · Wheat bran: You'll usually find wheat bran in the grain section of the grocery store, near the flour.· Buttermilk: Buttermilk lends moisture, flavor, and contributes to the light and fluffy texture.· Brown sugar: This bran muffin recipe calls for brown sugar instead of white sugar, which gives it a warm sweetness.· Vegetable oil: A neutral oil, such as vegetable oil, adds moisture without imparting flavor.· Egg: An egg lends even more moisture and helps bind the muffin batter together.· Vanilla: A dash of vanilla extract enhances the overall flavor of the muffins.· Flour: All-purpose flour creates structure and helps bring the batter together.· Leaveners: Baking soda and baking powder act as leaveners, which means they help the muffins rise.· Salt: Salt enhances the flavors of the other ingredients, but they won't make the muffins taste salty.· Raisins: Raisins add bursts of sweet flavor, but you can leave them out if you like. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make bran muffins at home: 1. Mix the wheat bran and buttermilk. Let the mixture stand.2. Beat the remaining wet ingredients together, then stir them into the buttermilk mixture.3. Add the dry ingredients. Fold in the raisins.4. Spoon the batter into a prepared muffin tin.5. Bake in the preheated oven until the tops spring back when lightly touched. Store the muffins in an airtight container (lined on the top and bottom with paper towels to absorb excess moisture) at room temperature for up to four days. Yes, you can freeze bran muffins for up to three months. Flash freeze the cooled muffins on a baking sheet for a few hours or up to overnight, then transfer the frozen muffins to a freezer-safe container. Thaw at room temperature or in the microwave. ""I'd give it six stars if I could,"" raves Rolande. ""I didn't have buttermilk and used sour cream instead. Didn't hurt it at all, so it's good to know you can substitute and still get decent results. Best bran muffin I've ever had!"" ""This recipe turned out some delicious muffins,"" according to Helene L. ""Everything I had hoped they would be. I added pecans as well as raisins and they are magical."" ""This will be my go to whenever I have the craving for bran muffins,"" says Marquita Winkfield. ""The only thing I changed was using coconut oil for vegetable oil and it gave these muffins a light hint of coconut."" Editorial contributions by Corey Williams Gather all ingredients. Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper muffin liners. Mix wheat bran and buttermilk together in a large bowl; let stand for 10 minutes. Meanwhile, beat brown sugar, oil, egg, and vanilla together in a separate bowl until light and fluffy; stir into buttermilk mixture. Sift flour, baking soda, baking powder, and salt together; stir into buttermilk mixture until just blended. Fold in raisins; spoon batter into the prepared muffin cups, filling each 2/3 full. Bake in the preheated oven until tops spring back when lightly pressed, about 15 to 20 minutes. Cool in the tin briefly, then transfer to a wire rack to cool completely. Enjoy!",https://www.allrecipes.com/recipe/25224/classic-bran-muffins/
244447,Two-Ingredient Pizza Dough,"This 2-ingredient pizza dough is fast and easy to make and tastes great! Greek yogurt is the secret ingredient and baking the crust at a higher temperature is the key to making this the perfect pizza. It doesn't get any easier than this folks. Brush dough with olive oil, add your favorite toppings, and enjoy!","1 ½ cups self-rising flour, plus more for kneading; 1 cup plain Greek yogurt; cooking spray","Preheat the oven to 500 degrees F (260 degrees C). Mix flour and Greek yogurt together in a bowl to form a dough; transfer to a work surface floured with self-rising flour. Knead dough, adding more flour as needed to keep dough from being too sticky, about 8 to 10 minutes. Spray a 12-inch pizza pan with cooking spray and spread dough to the edges of the pan. Bake pizza crust in preheated oven for 5 to 7 minutes; add your favorite toppings and return to the preheated oven. Bake until crust is lightly browned, 5 to 7 minutes more.",https://www.allrecipes.com/recipe/244447/two-ingredient-pizza-dough/
6714,Banana Oat Muffins,An oatmeal banana muffin that's a healthy and delicious morning treat!,1 ½ cups unbleached all-purpose flour; 1 cup rolled oats; ½ cup white sugar; 2 teaspoons baking powder; 1 teaspoon baking soda; ½ teaspoon salt; 1  egg; ¾ cup milk; ⅓ cup vegetable oil; ½ teaspoon vanilla extract; 1 cup mashed bananas,"Gather all ingredients. Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners. Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside. Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full. Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.",https://www.allrecipes.com/recipe/6714/banana-oat-muffins/
228115,2-Minute Cheese Quesadillas,My 4-year-old loves these cheese quesadillas! Just two ingredients and a microwave are needed for this quick and easy snack. Serve with a little dish of salsa or ketchup for dipping.,2 (10 inch) flour tortillas; 1 cup shredded Cheddar cheese,"Gather all ingredients. Place one flour tortilla onto a large microwave-safe plate. Sprinkle with Cheddar, then top with remaining tortilla. Microwave on high until cheese is melted, about 1 minute. Slice like a pizza to serve.",https://www.allrecipes.com/recipe/228115/2-minute-cheese-quesadillas/
9889,Seven Layer Bars,"These 7 layer bars are easy to make, and very rich. You can use different kinds of chips (vanilla or peanut butter) to suit your taste.",½ cup unsalted butter; 1 ½ cups graham cracker crumbs; 1 cup semisweet chocolate chips; 1 cup butterscotch chips; 1 cup chopped walnuts; 1 (14 ounce) can sweetened condensed milk; 1 ⅓ cups shredded coconut,"Preheat the oven to 350 degrees F (175 degrees C). Put butter in 13x9-inch baking pan and place in oven until melted. Swirl to coat bottom and sides with butter. Spread graham cracker crumbs evenly over bottom of pan. Layer chocolate chips, butterscotch chips, and walnuts over crumbs. Pour condensed milk over walnuts and sprinkle with coconut. Bake in preheated oven until edges are golden brown, about 25 minutes. Cool and cut into 36 bars.",https://www.allrecipes.com/recipe/9889/seven-layer-bars/
8849,Homemade Chicken Nuggets,"Chicken nuggets are a real kid-pleaser! Adults will enjoy this recipe for a tasty appetizer, too! Serve warm, with your favorite dipping sauces if desired.","3  skinless, boneless chicken breasts; 1 cup Italian seasoned bread crumbs; ½ cup grated Parmesan cheese; 1 tablespoon dried basil; 1 teaspoon dried thyme; 1 teaspoon salt; ½ cup butter, melted","Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C). Cut chicken breasts into 1 1/2-inch pieces. Mix the bread crumbs, Parmesan, basil, thyme, and salt together well in a medium bowl. Put melted butter in a bowl or dish for dipping. Dip chicken pieces into the melted butter first, then coat with the bread crumb mixture. Place the well-coated chicken nuggets on a lightly greased cookie sheet in a single layer. Bake nuggets in the preheated oven until browned and chicken is cooked through, about 20 minutes. Serve and enjoy!",https://www.allrecipes.com/recipe/8849/baked-chicken-nuggets/
17377,Chocolate Cupcakes,"Chocolate cupcakes are the ultimate party food. These are super moist and bursting with rich, chocolaty flavor — and they're so easy to make. Frost these delicious chocolate cupcakes with buttercream or cream cheese frosting, or try royal icing or even whipped cream.","1 ⅓ cups all-purpose flour; ¾ cup unsweetened cocoa powder; 2 teaspoons baking powder; ¼ teaspoon baking soda; ⅛ teaspoon salt; 1 ½ cups white sugar; 3 tablespoons butter, softened; 2 large eggs; ¾ teaspoon vanilla extract; 1 cup milk","Skip the boxed chocolate cupcake mix — homemade chocolate cupcakes are just as easy to make (and even more delicious). In just 30 minutes, you'll have rich and moist chocolate cupcakes ready to serve for your next holiday, party, or potluck. Be prepared to have everyone asking you for this decadent chocolate cupcake recipe! You'll only need a few ingredients to make these chocolate cupcakes, and you probably already have most of them on hand: Cocoa PowderOf course, chocolate cupcakes need chocolate flavor. Use unsweetened cocoa powder for the most chocolatey results. FlourAll-purpose flour will work best for these chocolate cupcakes. SugarOne and ½ cups will be the perfect amount of sugar to sweeten these cupcakes. ButterMake sure your butter is softened for easy beating. VanillaVanilla extract adds a hint of sweetness to these decadent cupcakes. EggsYou'll need two eggs to bind the batter together for this recipe. MilkMilk ensures the cupcakes stay moist. Leavening AgentsUse both baking powder and baking soda for the perfect rise on these cupcakes. SaltA little bit of salt adds a nice depth of flavor. Making homemade chocolate cupcakes is so much easier than you would expect. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect from this simple recipe: Sift the dry ingredients (except the sugar) together. Cream the butter and sugar together. Then add the eggs and vanilla. Alternate adding the dry ingredients and milk. Beat until well combined. Spoon batter into prepared cupcake cups — only fill the cups ¾ of the way full so they don't overflow in the oven. Bake until a toothpick inserted in the center comes out clean. Frost as desired. You can really decorate these chocolate cupcakes anyway your heart desires. We love topping them with buttercream, cream cheese frosting, chocolate ganache, or simply whipped cream. Dress these chocolate cupcakes up even more with sprinkles or other garnishes. Learn more: 3 Easy Ways to Frost Cupcakes Store chocolate cupcakes in an airtight container in the fridge for up to five days. You can easily freeze unfrosted chocolate cupcakes. Store completely cooled chocolate cupcakes in a zip-top freezer bag in the freezer for up to three months. Defrost and serve — or defrost, decorate, and serve. ""These were my first cupcakes that I've ever made and I have to say they are amazing,"" raves Sursika. ""They are moist and perfect for every chocoholic. My niece and nephew loved them and I put some rum over the ones for us grown ups."" ""My 4-year-old daughter helped me make these,"" says Angela Torgerson Breinholt. ""They were easy and delicious! I will definitely be making them again. They turned out so moist and tasted more like brownies than cake."" ""I usually use a Betty Crocker to help me make cupcakes, but after trying out this recipe I'm definitely not going to depend on her anymore,"" according to Kim Nguyen. ""I topped them off with a cream cheese frosting and coconut flakes...they were a hit!."" Editorial contributions by Bailey Fink Preheat the oven to 350 degrees F (175 degrees C). Line a muffin pan with paper or foil liners. Sift together flour, cocoa, baking powder, baking soda, and salt. Cream together sugar and butter in a large bowl until light and fluffy. Add eggs, one at a time, beating well after each addition. Stir in the vanilla. Add flour mixture in two batches, alternating with milk; beat well. Spoon batter into the prepared muffin cups, filling each 3/4 full. Bake in the preheated oven until a toothpick inserted into the centers comes out clean, 15 to 17 minutes. Remove from the oven and let cool before serving or frosting.",https://www.allrecipes.com/recipe/17377/chocolate-cupcakes/
9999,Peanut Butter Bars,These peanut butter bars taste just like peanut butter cups.,"2 cups graham cracker crumbs; 2 cups confectioners' sugar; 1 cup butter or margarine, melted; 1 cup peanut butter; 1 ½ cups semisweet chocolate chips; 4 tablespoons peanut butter","Gather all ingredients. Mix together graham cracker crumbs, confectioners' sugar, butter or margarine, and 1 cup peanut butter in a medium bowl until well-blended. Press evenly into the bottom of an ungreased 9x13-inch pan. Place chocolate chips and 4 tablespoons peanut butter in a microwave-safe bowl. Microwave on high, stirring every 15 seconds, until smooth. Spread mixture over crust. Refrigerate for at least 1 hour before cutting into 12 squares. This recipe appears as ""No-Bake Spicy Peanut Butter Squares"" in Allrecipes Magazine and was modified to include Sriracha for an expected pop of spice.",https://www.allrecipes.com/recipe/9999/peanut-butter-bars-i/
233985,Chocolate Protein Balls,"Easy protein ball recipe using chocolate protein powder, natural peanut butter, oats, and seeds. These energy balls are perfect for after-school snacking!","1 cup rolled oats; ½ cup natural peanut butter; ⅓ cup honey; ¼ cup chopped dark chocolate; 2 tablespoons flax seeds; 2 tablespoons chia seeds; 1 tablespoon chocolate-flavored protein powder, or to taste","Satisfy your sweet tooth with chocolate protein balls that'll please even the pickiest of eaters. Loaded with healthy ingredients and tons of irresistible flavor, this protein ball recipe is perfect for on-the-go snackers looking for a delicious and nutritious treat. Here's what you'll need to make this healthy chocolate protein ball recipe: Rolled OatsChewy rolled oats have tons of health benefits, including supporting heart and gut health. Plus, they're full of fiber that will keep hunger at bay for longer. Peanut ButterProtein-packed peanut butter helps bind the balls together. It creates a creamy texture and lends a nutty flavor. Almond or cashew butter would also work. HoneyHoney adds sweetness without tons of added sugar. If you don't have honey on hand, try maple or date syrup. ChocolateThis recipe calls for chopped dark chocolate, but you could use milk or semi-sweet chocolate if you prefer. Flax Seeds and Chia SeedsFlax seeds and chia seeds are packed with fiber and protein, making them the perfect additions to this healthy snack. Protein PowderChocolate-flavored protein powder adds extra flavor and, obviously, takes the nutrient count up a notch. Optional additions: Shredded coconut, dried fruit (such as cranberries or raisins), chopped nuts (such as almonds or pecans), hemp seeds, spices (such as cinnamon or pumpkin pie spice) Though these protein balls pack a powerfully flavorful and nutritious punch, they're shockingly simple to make. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect: Stir all the ingredients together until well-combined. Cover and refrigerate for at least 30 minutes. Scoop and roll the chilled mixture into evenly sized balls. Store the protein balls in the refrigerator until you're ready to serve. They should last in a tightly sealed container for up to a week. Yes, these protein balls are freezer-friendly. Start by arranging the balls in a single layer on a baking sheet and popping them in the freezer until they're frozen solid. Transfer the frozen balls to a zip-top freezer bag or other freezer-safe container. Freeze for up to three months. Thaw in the fridge. ""Quadrupled it right away because I knew they'd be good, but had no idea they would be this good,"" raves Lacey. ""Almost like a no bake cookie taste without the guilt. I also added coconut to a batch and wow."" ""I use almond butter and semi-sweet chocolate chips,"" says Ruby. ""I only put in a couple tablespoons of honey. One thing that helped a ton was wetting my hands when forming the balls."" ""So much flavor,"" according to madzymay. ""I made the recipe like it is but added 1/4 cup of shredded coconut. Definitely will be keeping this recipe close by!"" Editorial contributions by Corey Williams Stir oats, peanut butter, honey, chocolate, flax seeds, chia seeds, and protein powder together in a bowl until evenly mixed. Cover bowl with plastic wrap and refrigerate for 30 minutes. Scoop chilled mixture into balls. Keep cold until serving. Enjoy!",https://www.allrecipes.com/recipe/233985/chocolate-protein-balls/
136476,Easy French Dip Sandwiches,A French dip sandwich that is quick and easy and the whole family will love.,"4  hoagie rolls, split lengthwise; 1 (10.5 ounce) can beef consomme; 1 cup water; 1 pound thinly sliced deli roast beef; 8 slices provolone cheese","Preheat the oven to 350 degrees F (175 degrees C). Open hoagie rolls and lay them out on a baking sheet. Heat beef consommé and water in a medium saucepan over medium-high heat to make a rich beef broth. Place roast beef in broth and warm for 3 minutes. Arrange meat on hoagie rolls and top each roll with 2 slices of provolone. Bake sandwiches in the preheated oven until cheese melts, about 5 minutes. Serve sandwiches with small bowls of warm broth for dipping.",https://www.allrecipes.com/recipe/136476/easy-french-dip-sandwiches/
